,address,districtName,id,location,name,nearbyStations,lat,lon
1,443 - Bruno Trave-Avenida México-Coyoacan,Ampliación Granada,443,"{'lat': 19.359655, 'lon': -99.162025}",443 BRUNO TRAVEN-GOLONDRINAS,"[432, 442, 444]",19.359655,-99.162025
2,416 - Recreo-Parroquía,Ampliación Granada,416,"{'lat': 19.371308, 'lon': -99.177607}",416 RECREO-PARROQUÍA,"[390, 391, 415]",19.371308,-99.177607
3,437 - Moras-Comunal,Ampliación Granada,437,"{'lat': 19.36480833, 'lon': -99.17602222}",437 MORAS-COMUNAL,"[423, 436, 438]",19.36480833,-99.17602222
4,438 - Adolfo Prieto-José María Olloqui,Ampliación Granada,438,"{'lat': 19.36479722, 'lon': -99.17458333}",438 ADOLFO PRIETO-JOSÉ MARÍA OLLOQUI,"[434, 435, 437]",19.36479722,-99.17458333
5,440 - Real De Mayorazgo-Puente Xoco,Ampliación Granada,440,"{'lat': 19.36065, 'lon': -99.168669}",440 REAL DE MAYORAZGO-PUENTE XOCO,"[433, 439, 441]",19.36065,-99.168669
6,347 - Pennsylvania-Maximino Avila Camacho,Ampliación Granada,347,"{'lat': 19.384378, 'lon': -99.176097}",347 PENNSYLVANIA-MAXIMINO AVILA CAMACHO,"[334, 346, 348]",19.384378,-99.176097
7,350 - Jose Clemente Orozco-Correggio,Ampliación Granada,350,"{'lat': 19.384062, 'lon': -99.181482}",350 JOSE CLEMENTE OROZCO-CORREGGIO,"[349, 352]",19.384062,-99.181482
8,356 - Matias Romero -Adolfo Prieto,Ampliación Granada,356,"{'lat': 19.381292, 'lon': -99.170171}",356 MATIAS ROMERO -ADOLFO PRIETO,"[355, 357, 372]",19.381292,-99.170171
9,361 - Porfirio Díaz-Av. Insurgentes,Ampliación Granada,361,"{'lat': 19.3804457, 'lon': -99.1762233}",361 PORFIRIO DÍAZ-AV. INSURGENTES,"[369, 370]",19.3804457,-99.1762233
10,368 - Porfirio Díaz-Cincinatti,Ampliación Granada,368,"{'lat': 19.379246, 'lon': -99.179344}",368 PORFIRIO DÍAZ-CINCINATTI ,"[366, 367, 369]",19.379246,-99.179344
11,369 - Porfirio Díaz-Av. Insurgentes,Ampliación Granada,369,"{'lat': 19.379884, 'lon': -99.177478}",369 PORFIRIO DÍAZ-AV. INSURGENTES,"[367, 368]",19.379884,-99.177478
12,372 - Dr. Roberto Gayol-Tlacoquemecatl,Ampliación Granada,372,"{'lat': 19.37797, 'lon': -99.170289}",372 DR. ROBERTO GAYOL-TLACOQUEMECATL,"[373, 378, 379]",19.37797,-99.170289
13,379 - Dr. Roberto Gayol-Miguel Laurent,Ampliación Granada,379,"{'lat': 19.375751, 'lon': -99.17084}",379 DR. ROBERTO GAYOL-MIGUEL LAURENT,"[378, 380, 395]",19.375751,-99.17084
14,402 - Uxmal-Municipio Libre,Ampliación Granada,402,"{'lat': 19.3709452, 'lon': -99.1587223}",402 UXMAL-MUNICIPIO LIBRE,"[401, 403, 405]",19.3709452,-99.1587223
15,003 - Reforma - Insurgentes,Ampliación Granada,3,"{'lat': 19.431655, 'lon': -99.158668}",3 REFORMA-INSURGENTES,"[8, 20, 86]",19.431655,-99.158668
16,012 - Río Lerma - Villalongin,Ampliación Granada,12,"{'lat': 19.432313, 'lon': -99.161597}",12 RIO LERMA-VILLALONGIN,"[11, 19, 20, 85]",19.432313,-99.161597
17,013 - Reforma - Rio Rodano,Ampliación Granada,13,"{'lat': 19.423778, 'lon': -99.175558}",13 REFORMA-RIO RODANO,"[7, 14, 21]",19.423778,-99.175558
18,016 - Reforma - Rio Guadalquivir,Ampliación Granada,16,"{'lat': 19.42653, 'lon': -99.169164}",16 REFORMA-RIO GUADALQUIVIR,"[9, 23, 24]",19.42653,-99.169164
19,017 - Reforma - Rio Tiber,Ampliación Granada,17,"{'lat': 19.427501, 'lon': -99.167125}",17 REFORMA-RIO TIBER,"[16, 18, 25]",19.427501,-99.167125
20,019 - Reforma - Rio Neva,Ampliación Granada,19,"{'lat': 19.43001, 'lon': -99.161675}",19 REFORMA-RIO NEVA,"[12, 20, 27]",19.43001,-99.161675
21,021 - Reforma - Lieja,Ampliación Granada,21,"{'lat': 19.423317, 'lon': -99.175124}",21 REFORMA-LIEJA,"[7, 13, 14, 28]",19.423317,-99.175124
22,036 - Puebla - Veracruz,Ampliación Granada,36,"{'lat': 19.419725, 'lon': -99.175778}",36 PUEBLA-VERACRUZ,"[37, 41]",19.419725,-99.175778
23,047 - Glorieta Cibeles - Oaxaca,Ampliación Granada,47,"{'lat': 19.419515, 'lon': -99.166299}",47 GLORIETA CIBELES-OAXACA,"[42, 51, 56]",19.419515,-99.166299
24,041 - Reforma - Av. de la República,Ampliación Granada,41,"{'lat': 19.435637, 'lon': -99.150137}",41 REFORMA-AV. DE LA REPUBLICA,[29],19.435637,-99.150137
25,055 - 5 de Mayo - Bolívar,Ampliación Granada,55,"{'lat': 19.434356, 'lon': -99.138064}",55 5 DE MAYO-BOLIVAR,"[65, 87, 88]",19.434356,-99.138064
26,057 - Cuernavaca - Juan Escutia,Ampliación Granada,57,"{'lat': 19.414903, 'lon': -99.17495}",57 CUERNAVACA-JUAN ESCUTIA,"[49, 50, 62]",19.414903,-99.17495
27,066 - Mazatlán - Francisco Marquez,Ampliación Granada,66,"{'lat': 19.411402, 'lon': -99.178666}",66 MAZATLAN-FRANCISCO MARQUEZ,"[65, 72]",19.411402,-99.178666
28,074 - Nuevo León - Ozulama,Ampliación Granada,74,"{'lat': 19.410343, 'lon': -99.172831}",74 NUEVO LEON-OZULAMA,"[63, 68]",19.410343,-99.172831
29,063 - Nuevo León - Laredo,Ampliación Granada,63,"{'lat': 19.413681, 'lon': -99.171531}",63 NUEVO LEON- LAREDO,"[76, 77]",19.413681,-99.171531
30,070 - Parque México - Michoacan,Ampliación Granada,70,"{'lat': 19.411272, 'lon': -99.169718}",70 PARQUE MEXICO-MICHOACAN,"[69, 76]",19.411272,-99.169718
31,088 - 2a Cerrada de 5 de Mayo - Palma,Ampliación Granada,88,"{'lat': 19.433815, 'lon': -99.135303}",88 2A CDA 5 DE MAYO-PALMA,"[55, 89]",19.433815,-99.135303
32,072 - Mazatlán - Alfonso Reyes,Ampliación Granada,72,"{'lat': 19.409893, 'lon': -99.179544}",72 MAZATLAN-ALFONSO REYES,"[65, 66, 75]",19.409893,-99.179544
33,086 - Sullivan-Insurgentes,Ampliación Granada,86,"{'lat': 19.432378, 'lon': -99.159077}",86 SULLIVAN-INSURGENTES,"[12, 20]",19.432378,-99.159077
34,102 - Echeveste-Bolivar,Ampliación Granada,102,"{'lat': 19.42821, 'lon': -99.13949}",102 ECHEVESTE-BOLIVAR,"[101, 104, 109]",19.42821,-99.13949
35,110 - Dr. Valenzuela-Dr. Río de la loza,Ampliación Granada,110,"{'lat': 19.42513, 'lon': -99.14339}",110 DR. VALENZUELA-DR. RÍO DE LA LOZA,"[107, 108, 122]",19.42513,-99.14339
36,111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,Ampliación Granada,111,"{'lat': 19.438371, 'lon': -99.166474}",111 GUILLERMO PRIETO-JOAQUÍN VELÁZQUEZ DE LEÓN,"[103, 160, 183]",19.438371,-99.166474
37,112 - Av. Morelos-Abraham González,Ampliación Granada,112,"{'lat': 19.432819, 'lon': -99.151734}",112 AV. MORELOS-ABRAHAM GONZALEZ,"[98, 113, 114]",19.432819,-99.151734
38,123 - Claudio Bernard-Dr. Lavista,Ampliación Granada,123,"{'lat': 19.424161, 'lon': -99.153117}",123 CLAUDIO BERNARD-DR. LAVISTA,"[124, 133]",19.424161,-99.153117
39,150 - Campeche-Medellín,Ampliación Granada,150,"{'lat': 19.409965, 'lon': -99.164292}",150 CAMPECHE-MEDELLÍN,"[146, 151, 152]",19.409965,-99.164292
40,154 - Tuxpan-Tlaxcala,Ampliación Granada,154,"{'lat': 19.406683, 'lon': -99.167962}",154 TUXPAN-TLAXCALA,"[152, 153, 157]",19.406683,-99.167962
41,171 - Comercio-Jose Martí,Ampliación Granada,171,"{'lat': 19.402584, 'lon': -99.178199}",171 COMERCIO-JOSE MARTÍ,"[167, 168, 173]",19.402584,-99.178199
42,173 - Minería-Jose Martí,Ampliación Granada,173,"{'lat': 19.401682, 'lon': -99.176398}",173 MINERÍA-JOSÉ MARTÍ,"[168, 169, 171]",19.401682,-99.176398
43,174 - Joaquín Garcia-Ignacio Manuel Altamirano,Ampliación Granada,174,"{'lat': 19.44111, 'lon': -99.16164}",174 JOAQUÍN GARCIA-IGNACIO MANUEL ALTAMIRANO,"[160, 183, 254]",19.44111,-99.16164
44,204 - Temistocles-Homero,Ampliación Granada,204,"{'lat': 19.435882, 'lon': -99.19152}",204 TEMISTOCLES-HOMERO,"[196, 200, 245]",19.435882,-99.19152
45,197 - Miguel de Cervantes Saavedra-Ferrocarril de Cuernavaca,Ampliación Granada,197,"{'lat': 19.440077, 'lon': -99.204316}",197 MIGUEL DE CERVANTES-FC DE CUERNAVACA,[197],19.440077,-99.204316
46,227 - Campos Elíseos-Periférico,Ampliación Granada,227,"{'lat': 19.431791, 'lon': -99.207373}",227 CAMPOS ELÍSEOS-PERIFÉRICO,"[213, 219, 220]",19.431791,-99.207373
47,181 - Benjamin Franklin-Saltillo,Ampliación Granada,181,"{'lat': 19.404976, 'lon': -99.175095}",181 BENJAMIN FRANKLIN-SALTILLO,"[168, 169, 179]",19.404976,-99.175095
48,232 - Taine -  Rubén Darío,Ampliación Granada,232,"{'lat': 19.42894, 'lon': -99.185389}",232 TAINE-RUBEN DARÍO ,"[224, 225, 226]",19.42894,-99.185389
49,237 - Andrés Bello-Elliot,Ampliación Granada,237,"{'lat': 19.426744, 'lon': -99.193986}",237 ANDRÉS BELLO-ELLIOT ,"[193, 234, 238]",19.426744,-99.193986
50,238 - Andrés Bello-Elliot,Ampliación Granada,238,"{'lat': 19.426765, 'lon': -99.193752}",238 ANDRÉS BELLO-ELLIOT ,"[193, 234, 237]",19.426765,-99.193752
51,234 - Tres Picos-Arquímides,Ampliación Granada,234,"{'lat': 19.42783, 'lon': -99.191539}",234 TRES PICOS-ARQUÍMIDES ,"[192, 193, 231]",19.42783,-99.191539
52,243 - Miguel de Cervantes Saavedra-Lago Filt,Ampliación Granada,243,"{'lat': 19.440839, 'lon': -99.196712}",243 MIGUEL DE CERVANTES SAAVEDRA-LAGO FILT ,"[199, 242, 244]",19.440839,-99.196712
53,248 - Shakespeare-Lafayette,Ampliación Granada,248,"{'lat': 19.43175, 'lon': -99.177399}",248 SHAKESPEARE-LAFAYETTE ,"[246, 247, 249]",19.43175,-99.177399
54,250 - Darwin-Mariano Escobedo,Ampliación Granada,250,"{'lat': 19.429057, 'lon': -99.17966}",250 DARWIN-MARIANO ESCOBEDO ,"[239, 249, 252]",19.429057,-99.17966
55,253 - Dante-Tolstoi,Ampliación Granada,253,"{'lat': 19.425835, 'lon': -99.177924}",253 DANTE-TOLSTOI ,"[195, 252, 261]",19.425835,-99.177924
56,255-Jose Rosas Moreno-Guillermo Prieto,Ampliación Granada,255,"{'lat': 19.437159, 'lon': -99.161808}",255 JOSE ROSAS MORENO-GUILLERMO PRIETO ,"[160, 183, 257]",19.437159,-99.161808
57,259 - Tómas Alva Edison-Ponciano Arriaga,Ampliación Granada,259,"{'lat': 19.43757, 'lon': -99.15468}",259 TÓMAS ALVA EDISON-PONCIANO ARRIAGA ,[256],19.43757,-99.15468
58,261 Paseo de la Reforma-Río Ródano,Ampliación Granada,261,"{'lat': 19.423704, 'lon': -99.175196}",261 PASEO DE LA REFORMA-RÍO RÓDANO ,"[195, 252, 253]",19.423704,-99.175196
59,264 - H. Ferrocarrileros - Jesús Garcia ,Ampliación Granada,264,"{'lat': 19.440985, 'lon': -99.152935}",264 HÉROES FERROCARRILEROS-AV. CENTRAL,"[265, 266, 268]",19.440985,-99.152935
60,265 - Jesús Garcia-Héroes Ferrocarrileros,Ampliación Granada,265,"{'lat': 19.440839, 'lon': -99.152265}",265 HÉROES FERROCARRILEROS-JESÚS GARCIA,"[264, 275]",19.440839,-99.152265
61,273 Luis Donaldo Colosio - Av. Jesus Garcia,Ampliación Granada,273,"{'lat': 19.442707, 'lon': -99.152956}",273 LUIS DONALDO COLOSIO-AV. CENTRAL,"[176, 268, 274]",19.442707,-99.152956
62,277 - Ampliación Tonalá-Obrero Mundial,Ampliación Granada,277,"{'lat': 19.401807, 'lon': -99.15909}",277 AMPLIACIÓN TONALÁ-OBRERO MUNDIAL,"[165, 276, 280]",19.401807,-99.15909
63,278 - Mier Y Pesado-Obrero Mundial,Ampliación Granada,278,"{'lat': 19.40071, 'lon': -99.163831}",278 MIER Y PESADO-OBRERO MUNDIAL,"[164, 279, 282]",19.40071,-99.163831
64,271 Av. Jesús García - J. Meneses,Ampliación Granada,271,"{'lat': 19.442689, 'lon': -99.152465}",271 AV. CENTRAL-J. MENESES ,"[266, 267, 272]",19.442689,-99.152465
65,283 - Av. Coyoacán-Rafael Donde,Ampliación Granada,283,"{'lat': 19.39827, 'lon': -99.167383}",283 AV. COYOACÁN-RAFAEL DONDE,"[279, 292, 293]",19.39827,-99.167383
66,288 - 11 De Abril-Avenida 2,Ampliación Granada,288,"{'lat': 19.396333, 'lon': -99.183575}",288 11 DE ABRIL-AVENIDA 2,"[287, 310, 311]",19.396333,-99.183575
67,305 - Avenida Del Parque-Arizona,Ampliación Granada,305,"{'lat': 19.394693, 'lon': -99.175531}",305 AVENIDA DEL PARQUE-ARIZONA,"[304, 306, 307]",19.394693,-99.175531
68,308 - Nueva York-Arizona,Ampliación Granada,308,"{'lat': 19.393594, 'lon': -99.178072}",308 NUEVA YORK-ARIZONA,"[306, 307, 309]",19.393594,-99.178072
69,310 - Calle 1-Av. Patriotismo,Ampliación Granada,310,"{'lat': 19.395319, 'lon': -99.181733}",310 CALLE 1-AV. PATRIOTISMO,"[309, 311, 312]",19.395319,-99.181733
